idx,text,span1_index,span1_text,span2_index,span2_text,label
182,"Na Loebnerjevem tekmovanju sodniki niso mogli ugotoviti, kateri udeleženci so bili pogovorni roboti , saj so bili preveč neumni.",11,pogovorni roboti,15,so bili,False
183,"Moj sestanek se je začel ob 4:00, vlak pa sem morala ujeti ob 4:30, tako da ni bilo veliko časa. K sreči je zamujal , tako da se je na koncu vse izšlo.",7,vlak,22,je zamujal,True
184,"Susan je vedela, da je imel Annin sin avtomobilsko nesrečo, ker ji je to povedala .",0,Susan,12,je to povedala,False
185,"Miza ne gre skozi odprtino za vrata, ker je preozka.",0,Miza,8,je,False
186,"Alice je v množici iskala svojo prijateljico Jade. Ker je vedno imela srečo, jo je Alice hitro opazila.",0,Alice,9,je vedno imela,True
187,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta, da sta nazaj, vendar ju vseeno oštevata, ker sta pobegnila stran.",0,Mami,20,sta pobegnila,False
188,"Nihče ne gre na Facebook, da bi bil žalosten in osamljen. Vendar pa nova raziskava psihologa Georgea Lincolna z Univerze v Wisconsinu trdi, da se zaradi njega počutimo točno tako.",14,raziskava,26,njega,False
189,"Tom je Ralpha zapeljal v šolo, zato da mu med vožnjo ne bi bilo dolgčas.",0,Tom,8,mu,True
190,"Fred je še edini živeči človek, ki se spominja mojega pradedka . Bil je izjemen mož.",9,mojega pradedka,12,Bil je,True
191,"Pamina starša sta prišla domov in jo zalotila med seksom z njenim fantom, Paulom. Bila sta v zadregi.",0,Pamina starša,14,Bila sta,False
192,"Misliš, da je Peter odgovoren za kapitanovo bolezen? Morda je podkupil kuharja, da mu je nekaj zamešal v njegovo hrano.",3,Peter,9,je podkupil,True
193,Policaji so aretirali vse člane tolpe. Poskušali so zatreti prekupčevanje z mamili v soseski.,0,Policaji,6,Poskušali so,True
194,Metuljevo pupo sem položil na mizo in strla se je .,5,mizo,7,strla se je,False
195,"Biografija Sama Goodmana o špartanskem generalu Ksenofontu slikovito prikaže težave, s katerimi se je soočal v otroštvu.",6,Ksenofontu,12,se je soočal,True
196,"Politiki v daljnem Washingtonu niso poznali naseljencev, zato so postavili pravila, ki naj bi jih vodila.",6,naseljencev,8,so postavili,False
197,"Biografija Sama Goodmana o špartanskem generalu Ksenofontu slikovito prikaže težave, s katerimi se je soočal med raziskovanjem.",6,Ksenofontu,12,se je soočal,False
198,"Babar se sprašuje, kako dobiti nova oblačila. K sreči zelo star bogataš , ki je že od nekdaj imel rad slončke, takoj razume, da hrepeni po imenitni obleki. Ker rad osrečuje druge, mu da svojo denarnico.",11,bogataš,29,rad,True
199,"Madonna je odpustila svojo trenerko, ker je spala z njenim fantom.",0,Madonna,6,je spala,False
200,"Wainwrightovi so gospoda Crowleyja obravnavali kot princa, dokler ni svoje oporoke napisal njim v prid; potem so se do njega vedli, kot da je smet. Ljudje so rekli, da je umrl samo zato, da se je rešil njihovega nenehnega nadlegovanja.",0,Wainwrightovi,37,njihovega,True
201,"Ko je Tommyju sladoled padel na tla, se je Timmy zahihital, zato mu je oče namenil strog pogled.",2,Tommyju,12,mu,False
202,"Bill je računalniško konzolo podal Johnu , ker je bilo konec njegove runde.",5,Johnu,11,njegove,False
203,"Frank je bil jezen na Toma , ker pekač, ki mu ga je prodal , ni delal.",5,Toma,12,je prodal,True
204,"Sam je k Adamu hodil na ure francoščine, ker je bilo znano, da jo tekoče govori .",0,Sam,15,govori,False
205,Bob je plačal za Charliejev študij na kolidžu. Zelo je velikodušen.,0,Bob,9,je,True
206,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta, da sta nazaj, vendar ju vseeno oštevata, ker sta pobegnila stran.",1,Arthurja in Celeste,5,ponju,True
207,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla, in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",1,ravnateljica,25,ji,False
208,Jane je potrkala na vrata in Susan jih je odprla. Povabila jo je noter.,0,Jane,10,Povabila jo je,False
209,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla, in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",9,Nelly,25,ji,True
210,"Pokal ne gre v rjav kovček, ker je prevelik.",0,Pokal,7,je,True
211,"Emma žoge ni podala Janie, četudi je videla , da je bila odprta.",0,Emma,6,je videla,True
212,"Sam je h klavirju približal stol , vendar je bil pokvarjen , zato je moral namesto tega peti.",3,klavirju,10,pokvarjen,True
213,"Videl sem Jima , kako vpije na nekega možaka v vojaški uniformi z veliko rdečo brado. Ne vem, kdo je bil , vendar je bil videti zelo nesrečen.",2,Jima,19,je bil,False
214,"Sir Clifford želi, da mu najdem novega konjušnika, starega okoli dvajset ali enaindvajset, ki se spozna na svoj posel. Njegov stari kočijaž je vedno bolj šibek in želi si moža, ki bi delal z njim in se naučil njegovih metod in ki bi lahko prevzel njegov položaj, enkrat ko bo šel stari mož v pokoj.",20,stari kočijaž,38,njegovih,True
215,"Davea sem prosil, naj mi prinese jopico z druge strani jahte . Medtem ko ga ni bilo, sem se z roko naslonil na ograjo in nenadoma je popustila.",10,jahte,26,je popustila,False
216,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla, in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",1,ravnateljica,11,ji,False
217,"Fred in Alice sta imela zelo topla puhasta plašča, vendar nista bila kos mrazu Aljaske.",0,Fred in Alice,10,nista bila,False
218,"James je Roberta prosil za uslugo, vendar ga je zavrnil.",2,Roberta,7,ga,False
219,"Še preden so prišli do mesta , so slišali zvok, kot bi prasketala pokovka. Dora je vprašala, kaj je to , in oče je rekel, da so petarde.",5,mesta,19,to,False
220,"Ko je Ollie nesel Tommyja po dolgem zavitem stopnišču, so njegove noge trpele.",4,Tommyja,10,njegove,False
221,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta, da sta nazaj, vendar ju vseeno oštevata , ker sta pobegnila stran.",0,Mami,18,oštevata,True
222,"Mestni svetniki demonstrantom niso izdali dovoljenja, saj so propagirali nasilje.",0,Mestni svetniki,7,so propagirali,False
223,"Kaj pa tistikrat, ko si v hamburgerje narezal čebulice tulipanov , ker si mislil, da so čebula?",8,čebulice tulipanov,15,so,True
224,"Videli smo fanta , ki je želel s ponijem preskočiti oviro; poni ni želel skočiti in fant ga je ošvrknil z bičem, vendar se je zgolj obrnil .",2,fanta,23,se je zgolj obrnil,False
225,"Frank je čutil zadoščenje, ko je njegov dolgoletni tekmec Bill oznanil, da je zmagovalec tekmovanja.",0,Frank,12,je,True
226,"Iz steklenice sem v skodelico nalival vodo, dokler ni bila prazna.",1,steklenice,8,ni bila,True
227,"Sam je h klavirju približal stol , vendar je bil pokvarjen , zato je moral stati.",3,klavirju,10,pokvarjen,False
228,"Sam je k Adamu hodil na ure francoščine, ker je bilo znano, da jo tekoče govori .",3,Adamu,15,govori,True
229,"Grant je trdo delal, da pobere fižol , zato da bi on in njegova družina tisto zimo imeli dovolj hrane; njegov prijatelj Henry mu je dovolil, da ga shrani v njegov skedenj, kjer se bo posušil. Pozneje ga bosta on in Tatjana oluščila in ga skuhala za njune nedeljske večerje.",6,fižol,27,ga,True
230,"Starejši študentje so nadlegovali mlajše, zato smo jih kaznovali.",0,Starejši študentje,7,jih,True
231,"Gasilci so prispeli za policaji, saj so prihajali od zelo daleč.",0,Gasilci,6,so prihajali,True
232,"John je raziskoval v knjižnici, ko je zaslišal moškega, ki si je prepeval in žvižgal. Bil je zelo jezen.",0,John,15,Bil je,True
233,"Tatjana je nosila dve kitari in torbo in kljub temu je še vedno lahko pokazala na Freemanove : »Mar ni lepo, da so prišli , mama!«",16,Freemanove,22,so prišli,True
234,"Uporabnik je geslo spremenil iz ""GrWQWu8JyC "" v "" willow-towered Canopy Huntertropic wrestles "" , ker si si ga zlahka zapomnil.",9,willow-towered Canopy Huntertropic wrestles,18,ga,True
235,Steve se v vsem zgleduje po Fredu. Zelo velik vpliv ima nanj.,0,Steve,10,ima,False
236,"Ko so pobudniki predloga prišli v mestno hišo, so bili presenečeni, da je bila soba polna nasprotnikov. Zelo očitno jih je bilo manj.",2,pobudniki,19,jih,True
237,"Jane je potrkala na Susanina vrata, vendar ji ni odprla .",4,Susanina,8,ni odprla,True
238,"Igralki je bilo nekoč ime Terpsihora, vendar si ga je pred nekaj leti spremenila v Tina , ker se ji zdelo, da ga je pretežko izgovoriti.",15,Tina,22,ga,False
239,"Alice je v množici iskala svojo prijateljico Jade . Ker je vedno imela srečo, jo je Alice hitro opazila.",7,Jade,10,je vedno imela,False
240,"Pete zavida Martinu , zato ker je zelo uspešen.",2,Martinu,6,je,True
241,"Adam ne more oditi z dela, dokler ne pride Bob in ga nadomesti. Ko bi Bob odšel od doma pravočasno, ob tej uri ne bi bil več tukaj.",0,Adam,23,ne bi bil,True
242,"Znanstvenice preiskujejo tri vrste rib, ki so jih nedavno odkrili v Indijskem oceanu. Pojavile so se pred dvema letoma.",0,Znanstvenice,13,Pojavile so se,False
243,"George je dobil zastonj karte za predstavo, vendar jih je dal Ericu , četudi si jo je še posebej želel ogledati .",11,Ericu,14,si jo je še posebej želel ogledati,False
244,"Politiki v daljnem Washingtonu niso poznali naseljencev, zato so postavili pravila, ki naj bi jih vodila.",0,Politiki,14,jih,False
245,Lisice se ponoči splazijo noter in napadajo kokoši. Postale so zelo predrzne.,0,Lisice,8,Postale so,True
246,"Babar se sprašuje, kako dobiti nova oblačila. K sreči zelo star bogataš, ki je že od nekdaj imel rad slončke, takoj razume, da hrepeni po imenitni obleki. Ker rad osrečuje druge, mu da svojo denarnico.",0,Babar,32,da,False
247,"John je obljubil Billu, da bo odšel, zato je eno uro pozneje odšel .",0,John,8,je eno uro pozneje odšel,True
248,"Narednik Holmes je dekleta prosil, naj opišejo vsiljivca. Nancy policaju ni le odlično opisala močnega, trideset let starega klateža, temveč je tudi narisala grobo skico njegovega obraza.",0,Narednik Holmes,25,njegovega,False
249,Ta knjiga je Shakespearju predstavila Ovidija ; bila je dober izbor njegovega pisanja.,5,Ovidija,11,njegovega,True
250,"Potem ko sem videl Billa loviti muhe in jim trgati krilca, sem mu prisolil eno okoli ušes. Ravnatelju sem pokazal muhe, nekatere so bile zmečkane, druge pa so se nemočno plazile, in pokazal sem mu krilca na okenski polici. Nikoli ga še nisem videl tako jeznega; vendar ker je Bill, strahopetec, kot je bil, še vedno zavijal in se cmeril, ga ni dodatno kaznoval, temveč ga je za preostanek dneva posedel na klopco in mu prepovedal, da bi se tisti teden šel igrat ven.",4,Billa,60,ga,True
251,"Anni je pri testu šlo veliko slabše kot njeni dobri prijateljici Lucy, saj je trdo študirala .",0,Anni,13,je trdo študirala,False
252,"Madonna je odpustila svojo trenerko, ker ni prenesla njenega fanta.",0,Madonna,8,njenega,False
253,"Ko je Ollie nesel Tommyja po dolgem zavitem stopnišču, so njegove noge bingljale.",2,Ollie,10,njegove,False
254,Težko knjigo sem položil na mizo in zlomila se je .,0,Težko knjigo,7,zlomila se je,False
255,"Bob se je zgrudil na pločnik. Kmalu je videl Carla, kako prihaja na pomoč. Bil je zelo bolan.",0,Bob,14,Bil je,True
256,Riba je pojedla glisto. Bila je lačna.,0,Riba,4,Bila je,True
257,"Ko je veterinar, gospod Bond, prišel pregledat črnega konja , ki je ležal na travi in stokal, ga je povsod pretipal in zamajal z glavo; njegova noga je bila zlomljena.",7,črnega konja,18,je povsod pretipal,False
258,"Z Billyjem pred sabo John ni videl odra, ker je bil tako visok.",4,John,9,je bil,False
259,"Frank se je počutil obupanega, ko je njegov dolgoletni tekmec Bill oznanil, da je zmagovalec tekmovanja.",10,Bill,13,je,True
260,"Politiki v daljnem Washingtonu niso poznali naseljencev , zato so postavili pravila, ki naj bi jih vodila.",6,naseljencev,15,jih,True
261,"Susan ve vse o Anninih osebnih problemih, ker vse izklepeta .",4,Anninih,9,izklepeta,True
262,Steve se v vsem zgleduje po Fredu . Zelo velik vpliv ima nanj.,6,Fredu,11,ima,True
263,"Šli smo na jezero , ker so na morski obali videli morskega psa, zato je bilo tam bolj varno plavati.",3,jezero,16,tam,True
264,"Mark je bil za petami gospoda Singerja . Slišal je, kako je poklical kapitana in mu obljubil, v žargonu, ki so ga tisto noč vsi uporabljali, da ne bo poškodovano nič razen streliva, vendar pa bi bilo najbolje, ko bi kapitan in njegova posadka ostali noter, dokler ne bo vsega konec.",5,gospoda Singerja,42,njegova,False
265,"Med igro lovljenja je Ethan bežal stran od Luka , saj je bil on lovilec.",8,Luka,13,on,True
266,"Davea sem prosil, naj mi prinese jopico z druge strani jahte. Medtem ko ga ni bilo, sem se z roko naslonil na ograjo in nenadoma je popustila .",22,ograjo,25,je popustila,True
267,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta , da sta nazaj, vendar ju vseeno oštevata, ker sta pobegnila stran.",1,Arthurja in Celeste,11,sta,False
268,Jane je potrkala na vrata in Susan jih je odprla. Povabila jo je ven.,6,Susan,10,Povabila jo je,False
269,"Ko so pobudniki predloga prišli v mestno hišo, so bili presenečeni, da je bila soba polna nasprotnikov. Zelo očitno jih je bilo več.",2,pobudniki,19,jih,False
270,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta, da sta nazaj, vendar ju vseeno oštevata , ker sta pobegnila stran.",1,Arthurja in Celeste,18,oštevata,False
271,"Dan se je usedel na zadnji sedež, medtem ko je Bill zasedel sprednjega, saj je bil njegov klic --»Moj sedež!« -- hitrejši.",10,Bill,16,njegov,True
272,"Izvode našega vestnika smo želeli položiti na vse stole v dvorani, vendar jih je bilo enostavno preveč.",8,stole,12,jih,True
273,"Novinarji so intervjuvali igralce iz novega filma. Bili so prijazni, zato je intervju trajal kar nekaj časa.",3,igralce,7,Bili so,True
274,"Alice je v množici iskala svojo prijateljico Jade. Ker je vedno nosila rdeč turban, jo je Alice hitro opazila.",0,Alice,9,je vedno nosila,False
275,"Po precej dolgem pogovoru je Nancy gospodinjo prepričala, da ni neposrednega razloga za preplah. Ni omenila pripetljaja z avtobusne postaje Hamilton, ker je vedela, da bi samo še povečal nelagodje gospe Gruen.",6,gospodinjo,14,Ni omenila,False
276,"Moj gospodar in gospodarica sta se odločila obiskati svoja prijatelja , ki sta živela okoli 75 kilometrov stran od našega doma, in sicer naj bi ju peljal James.",8,svoja prijatelja,25,ju,False
277,"Poni se je lepo obnašal, gospod, in je bil vedno ubogljiv; vendar je nazadnje dvignil kopita in vrgel mladega gospodiča v trnovo grmovje. Želel je , da bi mu pomagal, vendar upam, da mi boste oprostili, gospod, če rečem, da mi ni bilo niti najmanj do tega.",0,Poni,23,Želel je,False
278,"Jim je tolažil Kevina , saj je bil zelo vznemirjen.",3,Kevina,6,je bil,True
279,"Ko je Andrea v kmetijskem letalu preletela Susan, je zagledala pristajalno stezo.",2,Andrea,8,je zagledala,True
280,"Ko je veterinar, gospod Bond , prišel pregledat črnega konja, ki je ležal na travi in stokal, ga je povsod pretipal in zamajal z glavo; njegova noga je bila zlomljena.",3,gospod Bond,25,njegova,False
281,"Dan je Billu moral preprečiti, da bi se poigraval z ranjeno ptico. Zelo krut je .",2,Billu,14,je,True
282,"Emma žoge ni podala Janie , četudi je videla , da je bila ta odprta.",4,Janie,7,je videla,False
283,"Pes je preganjal mačka , ki je pobegnil na drevo. Čakal je ob drevesu.",3,mačka,10,Čakal je,False
284,"Ann je Mary vprašala, kdaj se zapre knjižnica, ker je pozabila .",0,Ann,9,je pozabila,True
285,"Beth se ni razjezila na Sally , ki jo je prekinila, zato ker se je ustavila in preštela do deset.",5,Sally,13,se je ustavila,False
286,"V korenček sem zarinil žebljiček. Ko sem žebljiček potegnil ven, je bila v njem luknja.",7,žebljiček,13,njem,False
287,"Ko je Tommyju sladoled padel na tla, se je Timmy zahihital, zato mu je oče namenil strog pogled.",9,Timmy,12,mu,True
288,"Posode nisem mogel dati na polico, ker je bila previsoko.",0,Posode,7,je bila,False
289,"Bidon vode sem vzel ven iz nahrbtnika, tako da je bil pri roki.",0,Bidon vode,9,je bil,True
290,"John je tekel skozi park, ko je zagledal moškega, ki je žongliral z lubenicami. Bil je občudovanja vreden.",0,John,14,Bil je,False
291,"Carol je bila prepričana, da je Rebecci žal, da je ukradla uro.",0,Carol,9,je ukradla,False
292,"Mark je spal. Bil je že dan, ko se je zbudil z Warrenovo roko na svojem ramenu.",0,Mark,15,svojem,True
293,"John ga je najel, zato da bi lahko Bill skrbel zanj.",0,John,1,ga,False
294,"Carol je bila prepričana, da Rebecca sumi, da je ukradla uro.",0,Carol,8,je ukradla,True
295,"Mačka je ležala zraven mišje luknje in čakala na miško, vendar je bila preveč nestrpna.",0,Mačka,11,je bila,True
296,"Gumbnic ni lahko razporediti na enakomerno razdaljo, še posebno težko pa jih je izrezati na pravo velikost. Še tako majhen zdrs s škarjami bo zarezal preveliko luknjo, po drugi strani pa jo bo le ena sama neprerezana nit naredila preveliko.",20,zdrs,31,jo,False
297,"Šli smo na jezero, ker so na morski obali videli morskega psa, zato je bilo tam nevarno plavati.",7,morski obali,15,tam,True
298,"Ann je Mary vprašala, kdaj se zapre knjižnica, ampak žal je pozabila .",0,Ann,10,je pozabila,False
299,"Potem ko sem videl Billa loviti muhe in jim trgati krilca, sem mu prisolil eno okoli ušes. Ravnatelju sem pokazal muhe, nekatere so bile zmečkane, druge pa so se nemočno plazile, in pokazal sem mu krilca na okenski polici. Nikoli ga še nisem videl tako jeznega; vendar ker je Bill, strahopetec, kot je bil, še vedno zavijal in se cmeril, ga ni dodatno kaznoval, temveč ga je za preostanek dneva posedel na klopco in mu prepovedal, da bi se tisti teden šel igrat ven.",4,Billa,40,ga,False
300,"Pokal ne gre v rjav kovček, ker je premajhen.",0,Pokal,7,je,False
301,"Doktor Adams je obvestila Kate , da ima raka in ji predstavila nekaj možnosti za nadaljnje zdravljenje.",4,Kate,7,ima,True
302,Lisice se ponoči splazijo noter in napadajo kokoši. Postale so zelo živčne.,0,Lisice,8,Postale so,False
303,"Mary je v posteljo položila svojo hčerko Anne, zato da bi lahko zaspala .",0,Mary,10,bi lahko zaspala,False
304,"Fred je še edini živeči človek, ki se spominja mojega očeta, ko je bil otrok. Ko je Fred prvič videl mojega očeta, je bil star dvanajst let.",0,Fred,22,je bil,True
305,"Fred je še edini živeči človek, ki se spominja mojega pradedka. Izjemen mož je .",0,Fred,13,je,True
306,"Potem je vzel kos železa v obliki konjskega kopita in ga tlesknil gor ter skozi podkev v kopito zabil nekaj žebljev, tako da je bila podkev pritrjena gor.",7,konjskega kopita,10,ga,False
307,"Susan ve vse o Anninih osebnih problemih, ker je vsiljiva.",4,Anninih,8,je,False
308,Tom je Ralphu rekel: »Šah!« in premaknil svojega lovca.,2,Ralphu,7,svojega,False
309,"Uporabnik je geslo spremenil iz ""GrWQWu8JyC"" v ""willow-towered Canopy Huntertropic wrestles,"" ker si si ga zlahka zapomnil.",5,"""GrWQWu8JyC""",14,ga,False
310,"Davea sem prosil, naj mi prinese jopico z druge strani jahte. Medtem ko ga ni bilo, sem se z roko naslonil na ograjo in nenadoma je popustila.",6,jopico,25,je popustila,False
311,"Iz steklenice sem v skodelico nalival vodo, dokler ni bila prazna.",4,skodelico,8,ni bila,False
312,"Tom je šolsko torbo podal Rayu , potem ko je prišel na dno stopnic.",5,Rayu,9,je prišel,True
313,Mož je fanta dvignil na svoja ramena.,0,Mož,5,svoja,True
314,"Gumbnic ni lahko razporediti na enakomerno razdaljo, še posebno težko pa jih je izrezati na pravo velikost. Še tako majhen zdrs s škarjami bo zarezal preveliko luknjo , po drugi strani pa jo bo le ena sama neprerezana nit naredila preveliko.",26,luknjo,32,jo,True
315,"Na Jacksona je močno vplival Arnold, čeprav je živel dve stoletji pozneje.",1,Jacksona,7,je živel,True
316,Življenji človeka in konja sta vredni več kot nekaj lisičjih repov; vsaj morali bi biti .,0,Življenji človeka in konja,12,morali bi biti,True
317,Mama je prišla zraven in sedla k Alice . Nežno je gladila njene lase in pustila deklico jokati.,7,Alice,12,njene,True
318,"Ko je veterinar, gospod Bond, prišel pregledat črnega konja , ki je ležal na travi in stokal, ga je povsod pretipal in zamajal z glavo; njegova noga je bila zlomljena.",7,črnega konja,22,zamajal,False
319,"Frank se je počutil obupanega, ko je njegov dolgoletni tekmec Bill oznanil, da je zmagovalec tekmovanja.",0,Frank,13,je,False
320,"Jane je potrkala na Susanina vrata, vendar ni bilo odgovora. Bila je zunaj.",0,Jane,10,Bila je,False
321,"Susan je vedela, da je imel Annin sin avtomobilsko nesrečo, zato ji je to povedala .",0,Susan,12,je to povedala,True
322,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta, da sta nazaj, vendar ju vseeno oštevata, ker sta pobegnila stran.",0,Mami,5,ponju,False
323,"Uporabil sem star kos blaga, da očistim nož in potem sem ga pospravil v predal.",7,nož,11,ga,True
324,"Babar se sprašuje, kako dobiti nova oblačila. K sreči zelo star bogataš , ki je že od nekdaj imel rad slončke, takoj razume, da hrepeni po imenitni obleki. Ker rad osrečuje druge, mu da svojo denarnico.",11,bogataš,33,da,True
325,"Fred naj bi pospravil v pomivalni stroj , vendar je s tem odlašal, ker je želel gledati TV. Vendar se je oddaja izkazala za dolgočasno, zato si je premislil in ga prižgal.",5,pomivalni stroj,30,ga,True
326,"Videl sem Jima , kako vpije na nekega možaka v vojaški uniformi z veliko rdečo brado. Ne vem, zakaj je vpil , vendar je bil videti zelo nesrečen.",2,Jima,19,je vpil,True
327,"Adam ne more oditi z dela, dokler ne pride Bob in ga nadomesti. Ko bi Bob odšel od doma pravočasno, bi ob tej uri že bil tukaj.",9,Bob,20,bi ob tej uri že bil,True
328,Oče je spečega fanta nosil v svojih rokah.,0,Oče,6,svojih,True
329,Lily je govorila z Donno in zmotila njeno koncentracijo.,0,Lily,7,njeno,False
330,"Davea sem prosil, naj mi prinese jopico z druge strani jahte. Medtem ko ga ni bilo, sem se z roko naslonil na ograjo in nenadoma je popustila.",19,roko,25,je popustila,False
331,"Ko je veterinar, gospod Bond , prišel pregledat črnega konja, ki je ležal na travi in stokal, ga je povsod pretipal in zamajal z glavo; njegova noga je bila zlomljena.",3,gospod Bond,17,ga,False
332,Težko knjigo sem položil na mizo in zlomila se je .,5,mizo,7,zlomila se je,True
333,"Fred je še edini živeči človek, ki se spominja mojega očeta , ko je bil otrok. Ko je Fred prvič videl mojega očeta, je bil star dvanajst mesecev.",9,mojega očeta,23,je bil,True
334,"Sara si je iz knjižnice sposodila rokopis , zato ker ga potrebuje za članek, ki ga piše. Bere ga, ko pride domov z dela.",6,rokopis,10,ga,True
335,"James je Roberta prosil za uslugo, vendar ga je zavrnil.",0,James,7,ga,True
336,"Fred je še edini živeči človek, ki se spominja mojega očeta, ko je bil otrok. Ko je Fred prvič videl mojega očeta, je bil star dvanajst mesecev.",0,Fred,22,je bil,False
337,"Miza je bila do vrha obložena s hrano, zraven nje pa so bile na tleh glinene posode, košare in pet-litrsko vedro mleka.",0,Miza,9,nje,True
338,Thomson je obiskal Cooperjev grob leta 1765. Do takrat je bil mrtev že pet let.,3,Cooperjev,9,je bil,True
339,"Še preden so prišli do mesta, so slišali zvok , kot bi prasketala pokovka. Dora je vprašala, kaj je to , in oče je rekel, da so petarde.",8,zvok,19,to,True
340,"Ko bi goljufu uspelo preslepiti Sama, bi izgubil veliko denarja.",2,goljufu,6,bi izgubil,False
341,"Odvetnica je priči zastavila vprašanje, vendar se ga je obotavljala ponoviti .",2,priči,6,se ga je obotavljala ponoviti,False
342,"Ko bi goljufu uspelo preslepiti Sama , bi dobil veliko denarja.",5,Sama,7,bi dobil,False
343,"Adam ne more oditi z dela, dokler ne pride Bob in ga nadomesti. Ko bi Bob odšel od doma pravočasno, bi ob tej uri že bil tukaj.",0,Adam,20,bi ob tej uri že bil,False
344,"Miza ne gre skozi odprtino za vrata , ker je preozka.",4,odprtino za vrata,9,je,True
345,"Jim je vpil na Kevina , saj je bil zelo vznemirjen.",4,Kevina,7,je bil,False
346,"Osel si je želel, da bi bradavica na njegovi zadnji nogi izginila, in potem tudi je .",10,nogi,15,je,False
347,"Fred in Alice sta imela zelo topla puhasta plašča , vendar nista bila kos mrazu Aljaske.",8,plašča,11,nista bila,True
348,"Sonce je celo dopoldne zastiral gost oblak, vendar pa se je k sreči do začetka piknika že pokazalo .",0,Sonce,9,se je k sreči do začetka piknika že pokazalo,True
349,"Četudi sta tekli s približno enako hitrostjo, je Sue premagala Sally, ker je zelo slabo začela .",8,Sue,12,je zelo slabo začela,False
350,Mama je prišla zraven in sedla k Alice. Nežno je gladila njene lase in pustila deklico jokati.,0,Mama,11,njene,False
351,"Kirilov je predsedništvo predal Šatovu, ker je bil bolj priljubljen.",0,Kirilov,6,je bil,False
352,"Osel si je želel, da bi bradavica na njegovi zadnji nogi izginila, in potem tudi je .",0,Osel,15,je,False
353,"Tatjana je nosila dve kitari in torbo in kljub temu je še vedno lahko pokazala na Freemanove: ""Mar ni lepo, da so prišli , mama!""",3,dve kitari in torbo,21,so prišli,False
354,"Bilo je poletno popoldne in pes je sedel sredi trate. Čez čas se je dvignil in umaknil na prostor pod drevesom, ker je bil hladnejši.",5,pes,22,je bil,False
355,"Mark je bil za petami gospoda Singerja. Slišal je, kako je poklical kapitana in mu obljubil, v žargonu, ki so ga tisto noč vsi uporabljali, da ne bo poškodovano nič razen streliva, vendar pa bi bilo najbolje, ko bi kapitan in njegova posadka ostali noter, dokler ne bo vsega konec.",12,kapitana,41,njegova,True
356,"Ko je veterinar, gospod Bond, prišel pregledat črnega konja , ki je ležal na travi in stokal, ga je povsod pretipal in zamajal z glavo; njegova noga je bila zlomljena.",7,črnega konja,17,ga,True
357,Ta knjiga je Shakespearju predstavila Ovidija; bila je dober izbor njegovega pisanja.,3,Shakespearju,10,njegovega,False
358,"Bob je igral karte z Adamom in močno vodil. Ko Adam ne bi nenadoma imel nenavadno velike sreče, bi izgubil .",5,Adamom,18,bi izgubil,True
359,"Nihče ne gre na Facebook , da bi bil žalosten in osamljen. Vendar pa nova raziskava psihologa Georgea Lincolna z Univerze v Wisconsinu trdi, da se zaradi njega počutimo točno tako.",4,Facebook,27,njega,True
360,"Moj sestanek se je začel ob 4:00, vlak pa sem morala ujeti ob 4:30, tako da ni bilo veliko časa. K sreči je bil kratek, tako da se je na koncu vse izšlo.",7,vlak,22,je bil,False
361,"Paul je poskusil poklicati Georgea po telefonu, vendar ni bil dosegljiv.",0,Paul,8,ni bil,False
362,Ženska je deklico pritisnila ob svoje prsi.,2,deklico,5,svoje,False
363,"Mnogi ljudje začnejo brati Paulove romane in jih ne morejo odložiti. Zanimajo jih , ker Paul tako dobro piše.",4,Paulove romane,12,jih,False
364,"Anni je pri testu šlo veliko slabše kot njeni dobri prijateljici Lucy , saj je trdo študirala .",11,Lucy,14,je trdo študirala,True
365,"Šli smo na jezero , ker so na morski obali videli morskega psa, zato je bilo tam nevarno plavati.",3,jezero,16,tam,False
366,Ta knjiga je Shakespearja predstavila Goetheju; bila je dober izbor njegovega pisanja.,3,Shakespearja,10,njegovega,True
367,"Na Jacksona je močno vplival Arnold , čeprav je živel dve stoletji pozneje.",5,Arnold,8,je živel,False
368,"Ko je Ollie nesel Tommyja po dolgem zavitem stopnišču, so njegove noge bingljale.",4,Tommyja,10,njegove,True
369,"Julija je Kamčatka napovedala vojno Jakutsku . Ker je bila vojska v Jakutsku veliko bolje opremljena in desetkrat večja, so zmagali v roku nekaj tednov.",5,Jakutsku,19,so zmagali,True
